,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,eligible,Singleton,Small_Family,Large_Family,total_income,debt_income_ratio
358,1,1,1,0,3000,1666.0,100,480,0,2,1,0,0,0,4666,46
359,1,1,0,0,5167,3167.0,200,360,1,1,1,0,0,1,8334,41
360,0,0,0,0,4723,0.0,81,360,1,1,1,1,0,0,4723,58
361,1,1,0,0,5000,3667.0,236,360,1,1,1,0,1,0,8667,36
362,1,1,0,0,4750,2333.0,130,360,1,2,1,0,0,0,7083,54
363,1,1,0,0,3013,3033.0,95,300,2,2,1,0,0,0,6046,63
364,1,0,0,1,6822,0.0,141,360,1,0,1,0,0,0,6822,48
365,1,0,1,0,6216,0.0,133,360,1,0,1,0,0,0,6216,46
366,1,0,0,0,2500,0.0,96,480,1,1,1,0,0,0,2500,26
367,1,0,0,0,5124,0.0,124,360,0,0,1,0,0,0,5124,41
368,1,1,0,0,6325,0.0,175,360,1,1,1,1,0,0,6325,36
369,1,1,0,0,19730,5266.0,570,360,1,0,1,0,0,0,24996,43
370,0,0,0,1,15759,0.0,55,360,1,1,1,0,0,0,15759,286
371,1,1,0,0,5185,0.0,155,360,1,1,1,0,1,0,5185,33
372,1,1,0,1,9323,7873.0,380,300,1,0,1,0,1,0,17196,45
373,1,0,0,0,3062,1987.0,111,180,0,2,0,1,0,0,5049,45
374,0,0,0,0,2764,1459.0,110,360,1,2,1,0,0,0,4223,38
375,1,1,0,0,4817,923.0,120,180,1,2,0,0,0,0,5740,47
376,1,1,0,0,8750,4996.0,130,360,1,0,1,0,0,1,13746,105
377,1,1,0,0,4310,0.0,130,360,2,1,0,0,0,0,4310,33
378,1,0,0,0,3069,0.0,71,480,1,2,1,0,0,0,3069,43
379,1,1,0,0,5391,0.0,130,360,1,2,1,0,1,0,5391,41
380,1,1,0,0,3333,2500.0,128,360,1,1,1,0,0,0,5833,45
381,1,0,0,0,5941,4232.0,296,360,1,1,1,0,0,0,10173,34
382,0,0,0,0,6000,0.0,156,360,1,2,1,0,0,0,6000,38
383,1,0,0,1,7167,0.0,128,360,1,2,1,0,0,0,7167,55
384,1,1,0,0,4566,0.0,100,360,1,2,1,0,1,0,4566,45
385,1,0,0,0,3667,0.0,113,180,1,2,0,1,0,0,3667,32
386,1,0,1,0,2346,1600.0,132,360,1,1,0,0,0,0,3946,29
387,1,1,1,0,3010,3136.0,128,360,0,2,1,0,0,0,6146,48
388,1,1,0,0,2333,2417.0,136,360,1,2,1,0,0,0,4750,34
389,1,1,0,0,5488,0.0,125,360,1,0,1,0,0,0,5488,43
390,1,0,0,0,9167,0.0,185,360,1,0,1,0,0,1,9167,49
391,1,1,0,0,9504,0.0,275,360,1,0,1,0,0,1,9504,34
392,1,1,0,0,2583,2115.0,120,360,2,2,1,0,0,0,4698,39
393,1,1,1,0,1993,1625.0,113,180,1,1,0,0,1,0,3618,32
394,1,1,0,0,3100,1400.0,113,360,1,2,1,0,1,0,4500,39
395,1,1,0,0,3276,484.0,135,360,2,1,0,0,1,0,3760,27
396,0,0,0,0,3180,0.0,71,360,0,2,1,0,0,0,3180,44
397,1,1,0,0,3033,1459.0,95,360,1,2,1,0,0,0,4492,47
398,1,0,1,0,3902,1666.0,109,360,1,0,1,0,0,0,5568,51
399,0,0,0,0,1500,1800.0,103,360,0,1,0,0,0,0,3300,32
400,1,1,1,0,2889,0.0,45,180,0,2,0,0,1,0,2889,64
401,1,0,1,0,2755,0.0,65,300,1,0,1,0,0,0,2755,42
402,1,0,0,0,2500,20000.0,103,360,1,1,1,0,0,0,22500,218
403,0,0,1,0,1963,0.0,53,360,1,1,1,0,0,0,1963,37
404,0,0,0,1,7441,0.0,194,360,1,0,1,0,0,0,7441,38
405,0,0,0,0,4547,0.0,115,360,1,1,1,0,0,0,4547,39
406,1,1,1,0,2167,2400.0,115,360,1,2,1,0,0,0,4567,39
407,0,0,1,0,2213,0.0,66,360,1,0,1,0,0,0,2213,33
408,1,1,0,0,8300,0.0,152,300,0,1,1,1,0,0,8300,54
409,1,1,0,0,81000,0.0,360,360,0,0,1,0,0,1,81000,225
410,0,0,1,1,3867,0.0,62,360,1,1,1,1,0,0,3867,62
411,1,1,0,0,6256,0.0,160,360,2,2,1,0,0,0,6256,39
412,1,1,1,0,6096,0.0,218,360,0,0,0,0,0,0,6096,27
413,1,1,1,0,2253,2033.0,110,360,1,0,1,0,0,0,4286,38
414,0,1,1,0,2149,3237.0,178,360,0,1,0,0,0,0,5386,30
415,0,0,0,0,2995,0.0,60,360,1,2,1,0,0,0,2995,49
416,0,0,0,0,2600,0.0,160,360,1,2,0,1,0,0,2600,16
417,1,1,0,1,1600,20000.0,239,360,1,2,1,0,1,0,21600,90
418,1,1,0,0,1025,2773.0,112,360,1,0,1,0,0,0,3798,33
419,1,1,0,0,3246,1417.0,138,360,1,1,1,0,0,0,4663,33
420,1,1,0,0,5829,0.0,138,360,1,0,1,0,0,0,5829,42
421,0,0,1,0,2720,0.0,80,360,0,2,1,0,0,0,2720,34
422,1,1,0,0,1820,1719.0,100,360,1,2,1,0,0,0,3539,35
423,1,1,0,0,7250,1667.0,110,360,0,2,1,1,0,0,8917,81
424,1,1,0,0,14880,0.0,96,360,1,1,1,0,0,0,14880,155
425,1,1,0,0,2666,4300.0,121,360,1,0,1,0,0,0,6966,57
426,0,0,1,0,4606,0.0,81,360,1,0,1,1,0,0,4606,56
427,1,1,0,0,5935,0.0,133,360,1,1,1,0,1,0,5935,44
428,1,1,0,0,2920,16.12000084,87,360,1,0,1,0,0,0,2936,33
429,1,0,1,0,2717,0.0,60,180,1,2,0,0,0,0,2717,45
430,0,0,0,1,8624,0.0,150,360,1,1,1,1,0,0,8624,57
431,1,0,0,0,6500,0.0,105,360,0,0,1,0,0,0,6500,61
432,1,0,0,0,12876,0.0,405,360,1,1,0,0,0,0,12876,31
433,1,1,0,0,2425,2340.0,143,360,1,1,0,0,0,0,4765,33
434,1,0,0,0,3750,0.0,100,360,1,2,1,0,0,0,3750,37
435,0,1,0,0,10047,0.0,128,240,1,1,1,0,0,0,10047,78
436,1,0,0,0,1926,1851.0,50,360,1,1,1,0,0,0,3777,75
437,1,1,0,0,2213,1125.0,128,360,1,2,0,0,0,0,3338,26
438,1,0,0,1,10416,0.0,187,360,0,2,1,0,0,0,10416,55
439,0,1,1,1,7142,0.0,138,360,1,0,1,0,0,0,7142,51
440,1,0,0,0,3660,5064.0,187,360,1,1,1,0,0,0,8724,46
441,1,1,0,0,7901,1833.0,180,360,1,0,1,0,0,0,9734,54
442,1,0,1,0,4707,1993.0,148,360,1,1,1,0,0,1,6700,45
443,1,0,0,0,37719,0.0,152,360,1,1,1,1,0,0,37719,248
444,1,1,0,0,7333,8333.0,175,300,2,0,1,0,0,0,15666,89
445,1,1,0,1,3466,1210.0,130,360,1,0,1,1,0,0,4676,35
446,1,1,1,0,4652,0.0,110,360,1,0,1,0,1,0,4652,42
447,1,1,0,0,3539,1376.0,55,360,1,0,1,0,0,0,4915,89
448,1,1,0,0,3340,1710.0,150,360,0,0,1,0,1,0,5050,33
449,1,0,1,1,2769,1542.0,190,360,2,1,0,1,0,0,4311,22
450,1,1,1,0,2309,1255.0,125,360,0,0,0,0,1,0,3564,28
451,1,1,1,0,1958,1456.0,60,300,2,2,1,0,1,0,3414,56
452,1,1,0,0,3948,1733.0,149,360,0,0,1,0,0,0,5681,38
453,1,1,0,0,2483,2466.0,90,180,0,0,0,0,0,0,4949,54
454,1,0,0,1,7085,0.0,84,360,1,1,1,0,0,0,7085,84
455,1,1,0,0,3859,0.0,96,360,1,1,1,0,1,0,3859,40
456,1,1,0,0,4301,0.0,118,360,1,2,1,0,0,0,4301,36
457,1,1,0,0,3708,2569.0,173,360,1,2,1,0,0,0,6277,36
458,1,0,0,0,4354,0.0,136,360,1,0,0,0,1,0,4354,32
459,1,1,0,0,8334,0.0,160,360,1,1,1,0,0,0,8334,52
460,1,1,0,1,2083,4083.0,160,360,2,1,1,0,0,0,6166,38
461,1,1,0,0,7740,0.0,128,180,1,2,0,0,0,1,7740,60
462,1,1,0,0,3015,2188.0,153,360,1,0,1,0,0,0,5203,34
463,0,0,1,0,5191,0.0,132,360,1,1,1,1,0,0,5191,39
464,1,0,0,0,4166,0.0,98,360,0,1,1,0,0,0,4166,42
465,1,0,0,0,6000,0.0,140,360,1,0,1,0,0,0,6000,42
466,1,1,1,0,2947,1664.0,70,180,0,2,0,0,0,1,4611,65
467,1,1,0,0,16692,0.0,110,360,1,1,1,0,0,0,16692,151
468,0,1,1,0,210,2917.0,98,360,1,1,0,0,1,0,3127,31
469,1,1,0,0,4333,2451.0,110,360,1,2,1,0,0,0,6784,61
470,1,1,0,1,3450,2079.0,162,360,1,1,1,1,0,0,5529,34
471,1,1,1,0,2653,1500.0,113,180,0,0,0,1,0,0,4153,36
472,1,1,0,0,4691,0.0,100,360,1,1,1,0,0,1,4691,46
473,0,0,0,1,2500,0.0,93,360,2,2,0,0,0,0,2500,26
474,1,0,0,0,5532,4648.0,162,360,1,0,1,0,1,0,10180,62
475,1,1,0,1,16525,1014.0,150,360,1,0,1,0,1,0,17539,116
476,1,1,0,0,6700,1750.0,230,300,1,1,0,0,1,0,8450,36
477,1,1,0,0,2873,1872.0,132,360,0,1,1,0,1,0,4745,35
478,1,1,0,1,16667,2250.0,86,360,1,1,1,1,0,0,18917,219
479,1,1,0,0,2947,1603.0,128,360,1,2,1,0,1,0,4550,35
480,0,0,1,0,4350,0.0,154,360,1,0,0,0,0,0,4350,28
481,1,1,1,0,3095,0.0,113,360,1,0,0,0,0,1,3095,27
482,1,1,0,0,2083,3150.0,128,360,1,1,1,0,0,0,5233,40
483,1,1,0,0,10833,0.0,234,360,1,1,1,0,0,0,10833,46
484,1,1,0,0,8333,0.0,246,360,1,1,1,0,1,0,8333,33
485,1,1,1,0,1958,2436.0,131,360,1,0,1,1,0,0,4394,33
486,1,0,0,0,3547,0.0,80,360,0,0,1,0,1,0,3547,44
487,1,1,0,0,18333,0.0,500,360,1,2,1,1,0,0,18333,36
488,1,1,0,1,4583,2083.0,160,360,1,1,1,0,1,0,6666,41
489,1,0,0,0,2435,0.0,75,360,1,2,0,0,0,0,2435,32
490,1,0,1,0,2699,2785.0,96,360,2,1,1,0,0,0,5484,57
491,1,1,1,0,5333,1131.0,186,360,2,2,1,1,0,0,6464,34
492,1,0,1,0,3691,0.0,110,360,1,0,1,0,0,0,3691,33
493,0,0,1,1,17263,0.0,225,360,1,1,1,0,0,0,17263,76
494,1,1,0,0,3597,2157.0,119,360,0,0,1,0,0,0,5754,48
495,0,1,0,0,3326,913.0,105,84,1,1,0,1,0,0,4239,40
496,1,1,1,0,2600,1700.0,107,360,1,0,1,0,0,0,4300,40
497,1,1,0,0,4625,2857.0,111,12,2,2,0,0,0,0,7482,67
498,1,1,0,1,2895,0.0,95,360,1,1,0,1,0,0,2895,30
499,1,0,0,0,6283,4416.0,209,360,0,0,1,0,0,0,10699,51
500,0,0,0,0,645,3683.0,113,480,1,0,1,0,0,0,4328,38
501,0,0,0,0,3159,0.0,100,360,1,1,0,0,0,0,3159,31
502,1,1,0,0,4865,5624.0,208,360,1,1,1,0,1,0,10489,50
503,1,1,1,0,4050,5302.0,138,360,2,0,1,1,0,0,9352,67
504,1,1,1,0,3814,1483.0,124,300,1,1,1,0,0,0,5297,42
505,1,1,0,0,3510,4416.0,243,360,1,0,0,0,1,0,7926,32
506,1,1,0,0,20833,6667.0,480,360,2,2,1,0,0,0,27500,57
507,1,0,0,0,3583,0.0,96,360,1,2,1,0,0,0,3583,37
508,1,1,0,1,2479,3013.0,188,360,1,2,0,0,0,0,5492,29
509,0,0,0,0,13262,0.0,40,360,1,2,1,1,0,0,13262,331
510,1,0,1,0,3598,1287.0,100,360,1,0,1,0,0,0,4885,48
511,1,1,0,0,6065,2004.0,250,360,1,1,0,1,0,0,8069,32
512,1,1,0,0,3283,2035.0,148,360,1,2,1,0,1,0,5318,35
513,1,1,0,0,2130,6666.0,70,180,1,1,1,0,0,0,8796,125
514,1,0,0,0,5815,3666.0,311,360,1,0,0,0,0,0,9481,30
515,1,1,0,0,3466,3428.0,150,360,1,0,1,0,0,1,6894,45
516,0,1,0,0,2031,1632.0,113,480,1,1,1,0,1,0,3663,32
517,1,1,1,0,3074,1800.0,123,360,0,1,1,0,0,0,4874,39
518,1,0,0,0,4683,1915.0,185,360,1,1,1,0,0,0,6598,35
519,0,0,1,0,3400,0.0,95,360,1,0,1,0,0,0,3400,35
520,1,1,1,0,2192,1742.0,45,360,1,1,1,0,1,0,3934,87
521,1,0,0,0,2500,0.0,55,360,1,1,1,0,0,0,2500,45
522,1,1,0,1,5677,1424.0,100,360,1,0,1,0,0,1,7101,71
523,1,1,0,1,7948,7166.0,480,360,1,0,0,0,1,0,15114,31
524,1,0,0,0,4680,2087.0,128,360,1,1,1,0,0,0,6767,52
525,1,1,0,1,17500,0.0,400,360,1,0,1,0,1,0,17500,43
526,1,1,0,0,3775,0.0,110,360,1,1,1,0,0,0,3775,34
527,1,1,1,0,5285,1430.0,161,360,0,1,1,1,0,0,6715,41
528,1,0,1,0,2679,1302.0,94,360,1,1,1,1,0,0,3981,42
529,1,0,1,0,6783,0.0,130,360,1,1,1,0,0,0,6783,52
530,1,1,0,0,1025,5500.0,216,360,2,0,0,0,0,0,6525,30
531,1,1,0,0,4281,0.0,100,360,1,2,1,0,0,1,4281,42
532,1,0,0,0,3588,0.0,110,360,0,0,0,0,1,0,3588,32
533,1,0,0,0,11250,0.0,196,360,2,1,1,1,0,0,11250,57
534,0,0,1,1,18165,0.0,125,360,1,2,1,0,0,0,18165,145
535,1,0,1,0,2550,2042.0,126,360,1,0,1,0,0,0,4592,36
536,1,1,0,0,6133,3906.0,324,360,1,2,0,0,0,0,10039,30
537,1,0,0,0,3617,0.0,107,360,1,1,1,0,1,0,3617,33
538,1,1,1,0,2917,536.0,66,360,1,0,1,0,0,0,3453,52
539,1,1,0,0,6417,0.0,157,180,1,0,0,0,0,1,6417,40
540,0,1,0,0,4608,2845.0,140,180,1,1,0,1,0,0,7453,53
541,0,0,0,0,2138,0.0,99,360,0,1,0,0,0,0,2138,21
542,0,0,0,0,3652,0.0,95,360,1,1,1,1,0,0,3652,38
543,1,1,1,0,2239,2524.0,128,360,1,2,1,1,0,0,4763,37
544,0,1,1,0,3017,663.0,102,360,2,1,1,0,0,0,3680,36
545,1,1,0,0,2768,1950.0,155,360,1,0,0,0,0,0,4718,30
546,1,0,1,0,3358,0.0,80,36,1,1,0,0,0,0,3358,41
547,1,0,0,0,2526,1783.0,145,360,1,0,0,0,0,0,4309,29
548,0,0,0,0,5000,0.0,103,360,0,1,1,0,0,0,5000,48
549,1,1,0,0,2785,2016.0,110,360,1,0,1,0,0,0,4801,43
550,1,1,0,1,6633,0.0,128,360,0,0,1,0,1,0,6633,51
551,1,1,1,0,2492,2375.0,128,360,1,0,1,1,0,0,4867,38
552,1,1,0,0,3333,3250.0,158,360,1,2,1,1,0,0,6583,41
553,1,1,1,0,2454,2333.0,181,360,0,2,0,0,0,0,4787,26
554,1,1,0,0,3593,4266.0,132,180,0,0,0,0,0,0,7859,59
555,1,1,0,0,5468,1032.0,26,360,1,1,1,1,0,0,6500,250
556,0,0,0,0,2667,1625.0,84,360,2,2,1,0,0,0,4292,51
557,1,1,0,1,10139,0.0,260,360,1,1,1,0,0,1,10139,38
558,1,1,0,0,3887,2669.0,162,360,1,1,1,0,0,0,6556,40
559,0,1,0,0,4180,2306.0,182,360,1,1,1,0,0,0,6486,35
560,1,1,1,0,3675,242.0,108,360,1,1,1,0,1,0,3917,36
561,0,1,0,1,19484,0.0,600,360,1,1,0,1,0,0,19484,32
562,1,1,0,0,5923,2054.0,211,360,1,0,1,0,0,0,7977,37
563,1,0,1,1,5800,0.0,132,360,1,1,1,0,0,0,5800,43
564,1,1,0,0,8799,0.0,258,360,0,2,1,0,1,0,8799,34
565,1,1,1,0,4467,0.0,120,360,2,0,1,0,0,0,4467,37
566,1,0,0,0,3333,0.0,70,360,1,2,1,0,0,0,3333,47
567,1,1,0,0,3400,2500.0,123,360,0,0,1,0,0,1,5900,47
568,0,0,0,0,2378,0.0,9,360,1,2,1,0,0,0,2378,264
569,1,1,0,0,3166,2064.0,104,360,0,2,1,0,0,0,5230,50
570,1,1,0,0,3417,1750.0,186,360,1,2,0,1,0,0,5167,27
571,1,1,0,0,5116,1451.0,165,360,0,2,1,0,0,0,6567,39
572,1,1,0,0,16666,0.0,275,360,1,2,1,0,1,0,16666,60
573,1,1,1,0,6125,1625.0,187,480,1,1,1,0,1,0,7750,41
574,1,1,0,0,6406,0.0,150,360,1,1,1,0,0,1,6406,42
575,1,1,0,0,3159,461.0,108,84,1,2,0,0,1,0,3620,33
576,1,1,0,0,3087,2210.0,136,360,0,1,1,0,0,0,5297,38
577,1,0,0,0,3229,2739.0,110,360,1,2,1,0,0,0,5968,54
578,1,1,0,0,1782,2232.0,107,360,1,0,1,1,0,0,4014,37
579,1,0,0,0,3182,2917.0,161,360,1,2,1,0,0,0,6099,37
580,1,1,0,0,6540,0.0,205,360,1,1,0,0,1,0,6540,31
581,1,0,0,0,1836,33837.0,90,360,1,2,1,0,0,0,35673,396
582,0,1,0,0,3166,0.0,36,360,1,1,1,0,0,0,3166,87
583,1,1,0,0,1880,0.0,61,360,2,0,0,1,0,0,1880,30
584,1,1,0,0,2787,1917.0,146,360,0,0,0,1,0,0,4704,32
585,1,1,0,0,4283,3000.0,172,84,1,0,0,1,0,0,7283,42
586,1,1,0,0,2297,1522.0,104,360,1,2,1,0,0,0,3819,36
587,0,0,1,0,2165,0.0,70,360,1,1,0,0,0,0,2165,30
588,1,0,0,0,4750,0.0,94,360,1,1,1,0,0,0,4750,50
589,1,1,0,1,2726,0.0,106,360,0,1,0,0,1,0,2726,25
590,1,1,0,0,3000,3416.0,56,180,1,1,1,0,0,0,6416,114
591,1,1,0,1,6000,0.0,205,240,1,1,0,0,1,0,6000,29
592,1,0,0,1,9357,0.0,292,360,1,1,0,0,0,1,9357,32
593,1,1,0,0,3859,3300.0,142,180,1,0,0,0,0,0,7159,50
594,1,1,0,1,16120,0.0,260,360,1,2,1,0,0,0,16120,62
595,1,0,1,0,3833,0.0,110,360,1,0,1,0,0,0,3833,34
596,1,1,1,1,6383,1000.0,187,360,1,0,1,0,1,0,7383,39
597,1,0,0,0,2987,0.0,88,360,0,1,1,0,0,0,2987,33
598,1,1,0,1,9963,0.0,180,360,1,0,1,0,0,0,9963,55
599,1,1,0,0,5780,0.0,192,360,1,2,0,0,1,0,5780,30
600,0,0,0,0,416,41667.0,350,180,2,2,1,0,0,1,42083,120
601,1,1,1,0,2894,2792.0,155,360,1,0,1,0,0,0,5686,36
602,1,1,0,0,5703,0.0,128,360,1,2,1,0,0,1,5703,44
603,1,0,0,0,3676,4301.0,172,360,1,0,1,0,0,0,7977,46
604,0,1,0,0,12000,0.0,496,360,1,1,0,1,0,0,12000,24
605,1,1,1,0,2400,3800.0,128,180,1,2,0,0,0,0,6200,48
606,1,1,0,0,3400,2500.0,173,360,1,1,1,1,0,0,5900,34
607,1,1,1,0,3987,1411.0,157,360,1,0,1,0,1,0,5398,34
608,1,1,0,0,3232,1950.0,108,360,1,0,1,0,0,0,5182,47
609,0,0,0,0,2900,0.0,71,360,1,0,1,0,0,0,2900,40
610,1,1,0,0,4106,0.0,40,180,1,0,1,0,0,1,4106,102
611,1,1,0,0,8072,240.0,253,360,1,2,0,1,0,0,8312,32
612,1,1,0,0,7583,0.0,187,360,1,2,1,0,1,0,7583,40
613,0,0,0,1,4583,0.0,133,360,0,1,1,0,0,0,4583,34
